document_id,extension,relative_path,extraction_method,text_length,text_preview
doc_36f301e2b52f8a47,.json,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/metrics.json,json_pretty_text,7059,"# source_path: プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/metrics.json # file_name: metrics.json # extension: .json # area: プロジェクト # project_name: 株式会社東都人材プラットフォーム # major_folder: 04.分析 # JSONファイル: metrics.json  - top_level_type: dict - item_count: 39 - top_level_keys: task_type, encoding, target_column, date_column, use_date_features, use_numeric_interactions, use_cyclical_time_features, use_ordered_category_features, group_rare_categories, rare_category_min_count, use_categorical_frequency"
doc_aacf7f80580f34e1,.json,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_outputs/metrics.json,json_pretty_text,5358,"# source_path: プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_outputs/metrics.json # file_name: metrics.json # extension: .json # area: プロジェクト # project_name: 株式会社青葉バイオメディカル機器 # major_folder: 04.分析 # JSONファイル: metrics.json  - top_level_type: dict - item_count: 42 - top_level_keys: task_type, encoding, target_column, date_column, use_date_features, use_numeric_interactions, use_cyclical_time_features, use_ordered_category_features, group_rare_categories, rare_category_min_count, use_categorical_frequency"
doc_737214815983ed61,.json,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/run_summary.json,json_pretty_text,4976,"# source_path: プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_outputs/run_summary.json # file_name: run_summary.json # extension: .json # area: プロジェクト # project_name: 株式会社東都人材プラットフォーム # major_folder: 04.分析 # JSONファイル: run_summary.json  - top_level_type: dict - item_count: 33 - top_level_keys: target_column, date_column, task_type, use_date_features, use_numeric_interactions, use_cyclical_time_features, use_ordered_category_features, group_rare_categories, rare_category_min_count, use_categorical_frequen"
doc_3a3798293b040d44,.json,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/metrics.json,json_pretty_text,4555,"# source_path: プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/metrics.json # file_name: metrics.json # extension: .json # area: プロジェクト # project_name: 株式会社青嶺不動産アセットマネジメント # major_folder: 04.分析 # JSONファイル: metrics.json  - top_level_type: dict - item_count: 39 - top_level_keys: task_type, encoding, target_column, date_column, use_date_features, use_numeric_interactions, use_cyclical_time_features, use_ordered_category_features, group_rare_categories, rare_category_min_count, use_categorical_fre"
doc_b126b2974232ad86,.json,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/metrics.json,json_pretty_text,4464,"# source_path: プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/metrics.json # file_name: metrics.json # extension: .json # area: プロジェクト # project_name: 医療法人社団 恒一会 かえで総合病院 # major_folder: 04.分析 # JSONファイル: metrics.json  - top_level_type: dict - item_count: 42 - top_level_keys: task_type, encoding, target_column, date_column, use_date_features, use_numeric_interactions, use_cyclical_time_features, use_ordered_category_features, group_rare_categories, rare_category_min_count, use_categorical_frequ"
doc_df42bbeed2ecd17c,.md,プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/data/カラム説明.md,markdown_raw_text,3764,# source_path: プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/data/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 白峰信用リスク評価株式会社 # major_folder: 04.分析 ## 財務指標 (X1 - X64)  | ID | Formula / Description | | --- | --- | | **X1** | net profit / total assets | | **X2** | total liabilities / total assets | | **X3** | working capital / total assets | | **X4** | current assets / short-term liabilities | | **X5** | [(cash + short-term securities + receivables - short-term liabi
doc_a011439c73bf89e8,.md,プロジェクト/白峰信用リスク評価株式会社/03.データ/カラム説明.md,markdown_raw_text,3744,# source_path: プロジェクト/白峰信用リスク評価株式会社/03.データ/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 白峰信用リスク評価株式会社 # major_folder: 03.データ ## 財務指標 (X1 - X64)  | ID | Formula / Description | | --- | --- | | **X1** | net profit / total assets | | **X2** | total liabilities / total assets | | **X3** | working capital / total assets | | **X4** | current assets / short-term liabilities | | **X5** | [(cash + short-term securities + receivables - short-term liabilities) / (operating
doc_ff4d3c2960613dea,.md,プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/data/カラム説明.md,markdown_raw_text,2232,"# source_path: プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/data/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 青葉与信マネジメント株式会社 # major_folder: 04.分析 <h3 style=""font-family: Helvetica Neue, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">学習用データ（train.csv)</h3><table class=""table table-responsive"" style=""background-color: rgb(255, 255, 255); width: 1580px;""><thead><tr><th width=""15%"" nowrap="""" style=""line-height: 1.42857;"">カラム</th><th width=""15%"" nowrap="""" st"
doc_ba7de57750f121ef,.md,プロジェクト/青葉与信マネジメント株式会社/03.データ/カラム説明.md,markdown_raw_text,2212,"# source_path: プロジェクト/青葉与信マネジメント株式会社/03.データ/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 青葉与信マネジメント株式会社 # major_folder: 03.データ <h3 style=""font-family: Helvetica Neue, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">学習用データ（train.csv)</h3><table class=""table table-responsive"" style=""background-color: rgb(255, 255, 255); width: 1580px;""><thead><tr><th width=""15%"" nowrap="""" style=""line-height: 1.42857;"">カラム</th><th width=""15%"" nowrap="""" style=""line-height: 1."
doc_ae7153ef71820d71,.md,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/data/カラム説明.md,markdown_raw_text,2049,"# source_path: プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/data/カラム説明.md # file_name: カラム説明.md # extension: .md # area: プロジェクト # project_name: 株式会社青葉バイオメディカル機器 # major_folder: 04.分析 ### train.csv  | カラム | ヘッダ名称 | データ型 | 説明 | | --- | --- | --- | --- | | 0 | id | int | インデックスとして使用 | | 1 | Age | int | 年齢 | | 2 | BusinessTravel | object | (1=No Travel, 2=Travel Frequently, 3=Travel Rarely) | | 3 | DailyRate | float | Salary Level | | 4 | Department | object | (1=HR, 2=R&D, 3=Sales) | | 5 | Distan"
doc_281f4f8dee33851a,.py,プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/scripts/run_train.py,python_raw_text,30006,"# source_path: プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/scripts/run_train.py # file_name: run_train.py # extension: .py # area: プロジェクト # project_name: 株式会社青葉バイオメディカル機器 # major_folder: 04.分析 from __future__ import annotations  import sys from pathlib import Path  import numpy as np import pandas as pd from sklearn.metrics import f1_score   def _metric_value(task_type: str, metrics: dict) -> float:     if task_type == ""regression"":         return float(metrics.get(""rmse"", float(""inf"")))     "
doc_ef874fff56cacbf8,.py,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/scripts/run_train.py,python_raw_text,29545,"# source_path: プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/scripts/run_train.py # file_name: run_train.py # extension: .py # area: プロジェクト # project_name: 医療法人社団 蒼樹会 みなみ野女性医療センター # major_folder: 04.分析 from __future__ import annotations  import sys from pathlib import Path  import numpy as np import pandas as pd from sklearn.metrics import f1_score   def _metric_value(task_type: str, metrics: dict) -> float:     if task_type == ""regression"":         return float(metrics.get(""rmse"", float"
doc_fc494cad6b99891d,.py,プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/scripts/run_train.py,python_raw_text,29537,"# source_path: プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/scripts/run_train.py # file_name: run_train.py # extension: .py # area: プロジェクト # project_name: 株式会社青嶺不動産アセットマネジメント # major_folder: 04.分析 from __future__ import annotations  import sys from pathlib import Path  import numpy as np import pandas as pd from sklearn.metrics import f1_score   def _metric_value(task_type: str, metrics: dict) -> float:     if task_type == ""regression"":         return float(metrics.get(""rmse"", float(""inf""))"
doc_cecf9c7ef79041bf,.py,プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/run_train.py,python_raw_text,29535,"# source_path: プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/scripts/run_train.py # file_name: run_train.py # extension: .py # area: プロジェクト # project_name: 医療法人社団 恒一会 かえで総合病院 # major_folder: 04.分析 from __future__ import annotations  import sys from pathlib import Path  import numpy as np import pandas as pd from sklearn.metrics import f1_score   def _metric_value(task_type: str, metrics: dict) -> float:     if task_type == ""regression"":         return float(metrics.get(""rmse"", float(""inf""))) "
doc_f90e331bf1399a0f,.py,プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/scripts/run_train.py,python_raw_text,29531,"# source_path: プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/scripts/run_train.py # file_name: run_train.py # extension: .py # area: プロジェクト # project_name: 株式会社東都人材プラットフォーム # major_folder: 04.分析 from __future__ import annotations  import sys from pathlib import Path  import numpy as np import pandas as pd from sklearn.metrics import f1_score   def _metric_value(task_type: str, metrics: dict) -> float:     if task_type == ""regression"":         return float(metrics.get(""rmse"", float(""inf"")))     "
