project,document_kind,source_path,file_name,meeting_id,date,page,has_progress_summary,has_action,has_comment,has_checkpoint,text
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,3,True,False,False,False,o 最終評価軸(合意): AUC、Precision@Top10%(業務 KPI)、 Calibration(Brier score)、上位群契約率(業務指標)、過学習指標 (学習/検証差) • 追加確認事項・最終報告反映方針 o EDA で抽出した論点(外れ値処理、変換方針、カテゴリ水準管理) を中間報告のフィードバックとして最終報告に反映する o 再現手順・監査証跡(run 再現手順、成果物版管理)は必ず最終報告 に同梱 • ドキュメント/支払等の運用課題確認 o 単一正本登録、監査証跡台帳、着手金支払の状況を再確認(アクシ ョン参照) 4. 進捗サマリ • マイルストーン状況 o MS1(キックオフ): 完了 o MS2(EDA 完了): 完了(EDA 資料・metrics.json 出力) o MS3(ベースライン評価): 完了(ベースライン指標出力) o MS4(中間報告): 本会議にて実施・議論完了 • 成果物(現物) o artifacts/analysis_outputs/metrics.json、run_summary.json、 train_preview.csv 等を出力済 • 本会議での決着ポイント(要約) o 前処理方針(pdays=-1 / unknown の扱い)を承認
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M01,2025-10-29,4,False,True,False,False,o duration を用途別に分離(事前判断:非含有、事後分析:含有)で 合意 o 比較モデル群と評価軸を確定し、最終評価の実行を指示 5. 決定事項 1. 前処理方針と特別値取扱いを承認する(pdays=-1 は未連絡フラグ/unknown は独立カテゴリとして保持) o 承認者: 高橋 恒一(京橋信用ソリューションズ) 2. duration の用途分離(事前判断モデル = 除外、事後分析モデル = 含有)を 承認する。成果物では用途ごとにモデル・指標を分けて提示する。 o 承認者: 高橋 恒一 3. 比較対象モデルと最終評価軸を確定する。比較モデル: ロジスティック回帰、 Gradient Boosting(必要時 RF)。評価軸: AUC、Precision@Top10%、Brier (Calibration)、上位群契約率、学習/検証差。 o 承認者: 高橋 恒一 4. 追加確認事項(外れ値処理、変換方針、再現手順、監査証跡)の反映方針 を確定し、最終報告に組み込む。 o 承認者: 高橋 恒一 (変更: なし — prior の決定事項に対する変更は本会議で発生していない) 6. アクションアイテム ID Action Owner Due Date Status A01 M01 議事 録作成・配 布(単一正 本への登録 佐藤 健一 2025-10-03 Open
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,5,False,True,False,False,ID Action Owner Due Date Status 含む) A02 単一正本 (プロジェ クト概要 書)を版管 理リポジト リに登録 し、アクセ ス権・監査 証跡台帳を 初期化 佐藤 健一 2025-10-03 Open A03 対象データ (data.csv )受領の最 終記録およ び data.md の正式受領 (署名/受 領トレー ス) 斎藤 悠斗 / 井上 里奈 2025-10-02 Open A04 EDA 実行完 了と EDA レビュー資 料作成 (EDA 結果 ・論点一覧 を含む) — 完了登 鈴木 美咲 / 井上 里奈 2025-10-14 Closed(完 了)
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,6,False,True,False,False,ID Action Owner Due Date Status 録 A05 pdays=-1、 unknown カ テゴリ、 duration の扱い方針 を最終決定 し中間報告 で提示 鈴木 美咲 2025-10-29 Closed(会議 承認) A06 着手金請求 ・支払フォ ロー(契約 条件に基づ く請求書送 付・経理確 認) 佐藤 健一 / 高橋 恒一 2025-10-08 Open A07 週次進捗・ MS2・M02 の会議招集 (招待送付 ・アジェン ダ確定) 佐藤 健一 2025-10-03 Open A08 artifacts/ru n_summar y.json・ metrics.jso n の再現手 順確認と出 力保全(再 斎藤 悠斗 2025-10-03 Open
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,7,False,True,False,False,ID Action Owner Due Date Status 現性トレー スの初期登 録) A09 比較対象モ デルの最終 実装・評価 実行 (LR/GBM/ (必要 時)RF)と 確定評価軸 での出力を 行う 鈴木 美咲 2025-11-05 Open A10 中間報告の 指摘事項を 整理し、最 終報告書へ 反映する方 針(反映優 先度一覧と 担当割当) を作成する 井上 里奈 / 佐藤 健一 2025-10-31 Open • A04:完了理由 — EDA 実行とレビュー資料 (metrics.json/run_summary.json 含む)を出力・提出したため完了扱い。 • A05:完了理由 — 本会議で前処理方針(pdays=-1/unknown/duration 用途分 離)を承認したため完了扱い。
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,8,False,True,False,False,7. リスクと懸念事項 • R01: 着手金支払の遅延(A06 未解決) o 影響: プロジェクト資金・スケジュールに影響の可能性 o 対応: 佐藤 / 高橋で経理フォローを継続(A06) o 状況: Open • R02: 単一正本登録・監査証跡台帳未整備(A01/A02) o 影響: 監査対応・文書整合性リスク o 対応: 佐藤が優先で登録実施(A01/A02) o 状況: Open • R03: 再現手順・出力保全未確定(A08) o 影響: 監査証跡/再現性の担保に不足 o 対応: 斎藤が再現手順を登録(A08) o 状況: Open • R04: 単一データソース依存によるモデルの説明力限界 o 影響: 業務判断の補完が必要(外部データがないため) o 対応: 成果物で「補助的利用」である旨明記、追加データは変更管理 で対応 o 状況: Mitigated(ドキュメントに注記) • R05: duration による情報リーク(残存リスク) o 影響: 事前判断用途での過度な性能期待・運用混乱
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M03,2025-10-29,9,False,True,False,True,o 対応: 用途別モデル分離を実施し、運用ガイドにて明確に制約記載 (本会議で承認) o 状況: Mitigated(方針承認で軽減) • R06: クラス不均衡による評価誤認(Accuracy 偏重) o 影響: 業務価値の過大評価 o 対応: AUC・Precision@Top10%・Calibration 等の複合評価を最終軸 に採用(決定) o 状況: Mitigated(評価軸確定で対応) 8. 次回会議計画 • 次回主要会議: M03(最終報告・検収) — 予定日: 2025-11-11(確定) • 目的(次回): 最終モデル評価の提示、最終報告書提出・検収、検収に伴う 修正確認 • 当面の中間チェックポイント: o 2025-10-31: A10(最終報告反映方針)完了確認 o 2025-11-05: A09(比較モデル評価)完了・結果共有 o 2025-11-08〜11: QA 反映・最終資料整備(WBS のリスクバッファ期 間) • 次回アジェンダ案: 最終モデル(用途別)結果、業務 KPI に基づく期待値提 示、監査証跡/再現性パッケージ確認、検収手続き確認 • 招集オーナー: 佐藤 健一(A07 での招集継続、未完) 以上(配布用)
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf.md,会議録_2025-11-11.pdf.md,M03,2025-11-11,1,False,False,False,False,会議録 1. 会議情報 • 会議 ID: M03 • 会議種別: 最終報告・検収会 • 日時: 2025-11-11 • 目的: 最終モデル評価・重要変数・セグメント示唆・公平性の初期確認、監 査証跡・再現性情報の報告および納品内容の確認・検収判断 • 出席者: o 京橋信用ソリューションズ株式会社 リスク管理部 与信モデル統括課: 高橋 恒一(課長)、検収関係者(TODO) o 株式会社データアステル: 山田 直樹(エグゼクティブスポンサー)、 佐藤 健一(PM)、鈴木 美咲(リード DS)、池田 恒一(QA) 2. 議題 1. 最終成果物(最終報告書/分析補足資料/再現性情報)の提示と検収判定 2. 最終モデル評価結果(事前/事後モデルの比較、主要指標)の確認 3. 重要変数・セグメント示唆および公平性(初期確認)レポートの確認 4. 監査証跡・再現手順のデリバリー状況確認とクライアント検証方法の合意 5. 検収完了条件、支払スケジュール確認、次段階(パイロット/本番検討) アクション合意
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf.md,会議録_2025-11-11.pdf.md,M03,2025-11-11,2,False,False,False,False,"3. 主要議論 • 成果物提示 o 最終報告書(提出日: 2025-11-11)、分析補足資料、 artifacts/analysis_outputs(metrics.json, run_summary.json 等)、監 査証跡台帳を提示。主要指標は AUC≈0.925、 Precision@Top10%≈0.589 等であることを確認。 • モデル系統・評価 o 事前判断モデル(duration 除外)と事後分析モデル(duration 含有) を明確に分離して提示。両者の比較結果・用途を再確認。 • 重要変数・セグメント示唆 o 重要変数ランキングおよび上位スコア群のセグメント示唆を提示。 営業での優先接触対象(上位 10%等)を運用候補として合意。 • 公平性(初期確認) o age 等の属性について初期の差分指標を提示。深掘り分析(属性別の 更なるバイアス検証)は追加作業で対応する合意。 • 再現性・監査証跡 o run 再現手順、前処理スクリプト、成果物版管理を artifacts に格納済。 クライアント側での再現確認方法(デモ実行または手順に沿った実 行確認)を合意。 • 検収・支払 o 検収完了判定の運用(下記決定事項参照)を合意。支払スケジュー ル(検収金処理)は契約に従うが、請求/入金トレースの確認を実施 する旨確認。 • 保持事項"
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf.md,会議録_2025-11-11.pdf.md,M01,2025-11-11,3,True,True,False,False,o prior の合意事項(業務目的、data.csv を正本、pdays=-1 / unknown の 扱い、duration 切り分け、評価指標)は本会議で再確認・継続。 4. 進捗サマリ • 納品物(提出済): 最終報告書(本議事録作成時点で提出済 : 2025-11-11)、 分析補足資料、再現性管理情報 (artifacts/analysis_outputs/run_summary.json、metrics.json)、議事録 (M01/M02/M03) • 主な数値(reference: artifacts/analysis_outputs/metrics.json): AUC=0.92495、Precision@Top10%=0.58932、Accuracy≈0.89993、 Brier≈0.06627 • prior open actions の処理状況(概要) o A01/A02/A03/A07/A08/A09/A10 は本会議時点で成果物出力・台帳登 録・議事録作成等により完了と判断(下段で個別に記載)。 o A06(着手金請求・支払フォロー)は契約上の期日(2025-10-08)が 過ぎているため、検収側で最終支払状況の確認が必要(Open)。 • 次段階提案(合意事項): 短期パイロット(限定範囲・4–8 週間)実施の検 討、別途見積による本番実装/API 化の提案準備 5. 決定事項 1. 最終成果物の受入方式: 「条件付き受入」を決定。検収完了条件は以下を満 たすこと。承認者: 高橋 恒一(課長) o 検収完了条件(3 点) 1) 監査証跡台帳(成果物一覧・版管理・実行ログ)が artifacts に格納され、アクセス可能であること(乙が提示 → 甲が確認)
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf.md,会議録_2025-11-11.pdf.md,M01,2025-11-11,4,False,True,False,False,2) run 再現手順の実行確認(甲による実行検証または乙によるデ モ実行で問題無きこと) 3) 支払処理に係る経理トレース(着手金請求・入金確認、検収 金請求手続き状況)の確認 o 検収可否の確定期限: 2025-11-12(MS7 に準拠) 2. 業務利用上の留意点(合意) o 事前接触判断には必ず duration を除外したモデルを使用すること (情報リーク防止)。 o パイロット運用(上位 10%を高優先)を短期実施し、実績で閾値・ 運用ルールを調整すること。 o モデル出力には主要寄与要因(上位 3 要因程度)を併記して営業の 説明性を担保すること。 3. 次段階アクション(合意) o 甲→乙でパイロット要件の確定(範囲・KPI・A/B 設計)を実施し、 別途見積を経て本番化検討を進める。 4. 検収完了条件の確認方法(合意) o 上記 3 点の確認完了後、甲が検収可/不可を最終判断する。可の場 合は検収金請求を乙が行う。 変更: なし(M01/M02 で合意した主要事項・方針の変更は無い) 6. アクションアイテム ID Action Owner Due Date Status A01 M01 議事録 作成・配布 佐藤 健一 2025-10-03 Closed
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf.md,会議録_2025-11-11.pdf.md,M02,2025-11-11,5,False,True,False,False,ID Action Owner Due Date Status (単一正本 への登録含 む) A02 単一正本を 版管理リポ ジトリに登 録し、アク セス権・監 査証跡台帳 を初期化 佐藤 健一 2025-10-03 Closed A03 data.csv 受 領の最終記 録および data.md の 正式受領 (署名/受領 トレース) 斎藤 悠斗 / 井上 里奈 2025-10-02 Closed A06 着手金請求 ・支払フォ ロー(請求 書送付・経 理確認) 佐藤 健一 / 高橋 恒一 2025-10-08 Open A07 週次進捗・ MS2・M02 の会議招集 (招待送付 ・アジェン ダ確定) 佐藤 健一 2025-10-03 Closed
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf.md,会議録_2025-11-11.pdf.md,M03,2025-11-11,6,False,True,False,False,ID Action Owner Due Date Status A08 artifacts/run _summary.js on・ metrics.json の再現手順 確認と出力 保全 斎藤 悠斗 2025-10-03 Closed A09 比較対象モ デルの最終 実装・評価 実行 (LR/GBM/( 必要時)RF) と出力 鈴木 美咲 2025-11-05 Closed A10 中間報告の 指摘事項を 整理し、最 終報告へ反 映する方針 作成 井上 里奈 / 佐藤 健一 2025-10-31 Closed A11 検収判定 (監査証跡 確認・再現 手順検証) を実施し検 収可否を確 定する 高橋 恒一 / 佐藤 健一 2025-11-12 Open A12 検収金請求 ・支払処理 佐藤 健一 / 高橋 恒一 2025-11-18 Open
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf.md,会議録_2025-11-11.pdf.md,M01,2025-11-11,7,False,True,False,False,ID Action Owner Due Date Status (請求書発 行・経理ト レース)を 実行する A13 パイロット 運用設計 (対象・KPI ・A/B 設計 ・見積)を 作成し提案 する 佐藤 健一 / 鈴木 美咲 2025-12-05 Open A14 公平性(属 性別の初期 バイアス) に関する追 加分析レポ ートを作成 する 鈴木 美咲 / 池田 恒一 2025-11-20 Open 注記(アクションのクローズ/スコープ変更理由) - A01: Closed — M01 議事録は 配布済みかつ単一正本へ登録(artifacts/meeting_minutes/会議録_2025-10- 01.md)。記録と承認済のため完了と判断。 - A02: Closed — 単一正本(プロジェクト概要書)の版管理リポジトリ登録および 監査証跡台帳初期化を完了(成果物保管・アクセス設定済)。 - A03: Closed — data.csv と data.md の受領トレースは artifacts に保存済(受領記 録完了)。 - A07/A08/A09/A10: Closed — 週次の招集実施、再現手順の整備、比較モデル評価、 及び中間指摘の反映は最終報告に反映済のため完了判定。
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf.md,会議録_2025-11-11.pdf.md,M03,2025-11-11,8,False,True,False,False,- A06: Open(期日 2025-10-08 は原表記のまま維持) — 着手金支払状況の公式トレ ース確認が未完のため継続。A11/A12 により検収側と会計処理の確認を行う。 7. リスクと懸念事項 • 未解決事項 / Open Issues 1. 支払トレース不確定(A06): 着手金・検収金の入金確認が必要。 Owner: 佐藤健一 / 高橋 恒一。対応: A11/A12 にて検収確定と請求処理 を実行。 2. クライアント側での再現検証待ち: 甲側での実行確認ファイル/実行 ログ確認が必要(A11)。 3. 公平性の深掘り要望: age 等の属性別バイアスの更なる分析要求が想 定(A14)。 • 主要リスク(継続) o 情報リーク(duration): 事前判断用途での誤使用リスク。対策: 用途 別モデル運用ルールの徹底(実装前にアクセス制御・運用手順を整 備)。Owner: 高橋 / 佐藤。 o 単一データ依存: 外部データが無いため外的要因未考慮のリスク。対 策: 本成果は優先順位付け支援として位置付け、追加データ取り込み は別契約で検討。Owner: 甲/乙。 o モデルドリフト未検知: 本番運用時の監視未整備はリスク。対策: パ イロット中に監視指標を定義・実装(A13)。Owner: 佐藤 / 鈴木。 • 優先対応 o 直近: A11(検収判定)を最優先で実施し、検収可否および A12(請 求処理)に連携。期日厳守。
