project,document_kind,source_path,file_name,meeting_id,date,page,action_id,context
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-01.pdf.md,会議録_2025-10-01.pdf.md,M01,2025-10-01,7,A06,2/A03 により文書化・版管理を即時実施、承認フローは 高橋課長の署名を取得。 o 担当: 佐藤 健一 / 高橋 恒一 • R4: 着手金支払遅延(2025-10-08) o 影響: プロジェクト資金フロー・着手作業に影響。 o 対策: A06 にて請求・経理確認を実施。早期連絡を依頼。 o 担当: 佐藤 健一 / 高橋 恒一 • R5: 単一データソース依存による説明力不足 o 影響: 業務判断での補完データ不足による精度限界。 o 対策: 成果物で「優先順位付け支援」として範囲を明示し、追加デー タは変更管理で対応。 o 担当: 井上 里奈 • 未解決事項(Open Issues): 1. M01 議事録の正式承認(高橋課長の署名・単一正本への確定)が未 完 → A01/A02 で対応。 2. duration の最終扱い(運用ルールとしての明文化)
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-01.pdf.md,会議録_2025-10-01.pdf.md,M01,2025-10-01,7,A01,o 対策: 成果物で「優先順位付け支援」として範囲を明示し、追加デー タは変更管理で対応。 o 担当: 井上 里奈 • 未解決事項(Open Issues): 1. M01 議事録の正式承認(高橋課長の署名・単一正本への確定)が未 完 → A01/A02 で対応。 2. duration の最終扱い(運用ルールとしての明文化) → A05 で中間報 告にて最終決定。 3. EDA に関する追加確認項目(外れ値処理方針の詳細) → A04 で整理。 8. 次回会議計画 • 次回定例(週次進捗): 2025-10-06(月)10:00 — 主議題: データ受領トレー ス確認、T07/T08 進捗、着手金支払状況確認。招集: 佐藤 健一。
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-01.pdf.md,会議録_2025-10-01.pdf.md,M01,2025-10-01,7,A02,: 成果物で「優先順位付け支援」として範囲を明示し、追加デー タは変更管理で対応。 o 担当: 井上 里奈 • 未解決事項(Open Issues): 1. M01 議事録の正式承認(高橋課長の署名・単一正本への確定)が未 完 → A01/A02 で対応。 2. duration の最終扱い(運用ルールとしての明文化) → A05 で中間報 告にて最終決定。 3. EDA に関する追加確認項目(外れ値処理方針の詳細) → A04 で整理。 8. 次回会議計画 • 次回定例(週次進捗): 2025-10-06(月)10:00 — 主議題: データ受領トレー ス確認、T07/T08 進捗、着手金支払状況確認。招集: 佐藤 健一。
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-01.pdf.md,会議録_2025-10-01.pdf.md,M01,2025-10-01,7,A05,担当: 井上 里奈 • 未解決事項(Open Issues): 1. M01 議事録の正式承認(高橋課長の署名・単一正本への確定)が未 完 → A01/A02 で対応。 2. duration の最終扱い(運用ルールとしての明文化) → A05 で中間報 告にて最終決定。 3. EDA に関する追加確認項目(外れ値処理方針の詳細) → A04 で整理。 8. 次回会議計画 • 次回定例(週次進捗): 2025-10-06(月)10:00 — 主議題: データ受領トレー ス確認、T07/T08 進捗、着手金支払状況確認。招集: 佐藤 健一。
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-01.pdf.md,会議録_2025-10-01.pdf.md,M01,2025-10-01,7,A04,橋課長の署名・単一正本への確定)が未 完 → A01/A02 で対応。 2. duration の最終扱い(運用ルールとしての明文化) → A05 で中間報 告にて最終決定。 3. EDA に関する追加確認項目(外れ値処理方針の詳細) → A04 で整理。 8. 次回会議計画 • 次回定例(週次進捗): 2025-10-06(月)10:00 — 主議題: データ受領トレー ス確認、T07/T08 進捗、着手金支払状況確認。招集: 佐藤 健一。
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-01.pdf.md,会議録_2025-10-01.pdf.md,M02,2025-10-01,8,A07,-10-14 — 主議題: EDA 結果レビュー、前処理方 針案承認。 • M02 中間報告: 2025-10-29 — 主議題: 前処理・ベースライン・duration 方針 ・変更管理判定。 • 招集・アジェンダ送付責任: 佐藤 健一(A07) • 備考: 上記日程は本議事録により確定。出席者はレビュー資料を事前配布の うえ参加すること。 以上(配布先は出席者および関係者)。
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M01,2025-10-29,4,A01,反映方針 を確定し、最終報告に組み込む。 o 承認者: 高橋 恒一 (変更: なし — prior の決定事項に対する変更は本会議で発生していない) 6. アクションアイテム ID Action Owner Due Date Status A01 M01 議事 録作成・配 布(単一正 本への登録 佐藤 健一 2025-10-03 Open
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,5,A02,ID Action Owner Due Date Status 含む) A02 単一正本 (プロジェ クト概要 書)を版管 理リポジト リに登録 し、アクセ ス権・監査 証跡台帳を 初期化 佐藤 健一 2025-10-03 Open A03 対象データ (data.csv )受領の最 終記録およ び data.md の正式受領 (署名/受 領トレー ス) 斎藤 悠斗 / 井上 里奈 2025-10-02 Open A04 EDA 実行完 了と EDA レビュー資 料作成 (EDA 結果 ・論点一覧 を含む) — 完了登 鈴木 美咲 / 井上 里奈 2025-10-14 Closed(完 了)
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,5,A03,ID Action Owner Due Date Status 含む) A02 単一正本 (プロジェ クト概要 書)を版管 理リポジト リに登録 し、アクセ ス権・監査 証跡台帳を 初期化 佐藤 健一 2025-10-03 Open A03 対象データ (data.csv )受領の最 終記録およ び data.md の正式受領 (署名/受 領トレー ス) 斎藤 悠斗 / 井上 里奈 2025-10-02 Open A04 EDA 実行完 了と EDA レビュー資 料作成 (EDA 結果 ・論点一覧 を含む) — 完了登 鈴木 美咲 / 井上 里奈 2025-10-14 Closed(完 了)
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,5,A04,を 初期化 佐藤 健一 2025-10-03 Open A03 対象データ (data.csv )受領の最 終記録およ び data.md の正式受領 (署名/受 領トレー ス) 斎藤 悠斗 / 井上 里奈 2025-10-02 Open A04 EDA 実行完 了と EDA レビュー資 料作成 (EDA 結果 ・論点一覧 を含む) — 完了登 鈴木 美咲 / 井上 里奈 2025-10-14 Closed(完 了)
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,6,A05,ID Action Owner Due Date Status 録 A05 pdays=-1、 unknown カ テゴリ、 duration の扱い方針 を最終決定 し中間報告 で提示 鈴木 美咲 2025-10-29 Closed(会議 承認) A06 着手金請求 ・支払フォ ロー(契約 条件に基づ く請求書送 付・経理確 認) 佐藤 健一 / 高橋 恒一 2025-10-08 Open A07 週次進捗・ MS2・M02 の会議招集 (招待送付 ・アジェン ダ確定) 佐藤 健一 2025-10-03 Open A08 artifacts/ru n_summar y.json・ me
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,6,A06,tion Owner Due Date Status 録 A05 pdays=-1、 unknown カ テゴリ、 duration の扱い方針 を最終決定 し中間報告 で提示 鈴木 美咲 2025-10-29 Closed(会議 承認) A06 着手金請求 ・支払フォ ロー(契約 条件に基づ く請求書送 付・経理確 認) 佐藤 健一 / 高橋 恒一 2025-10-08 Open A07 週次進捗・ MS2・M02 の会議招集 (招待送付 ・アジェン ダ確定) 佐藤 健一 2025-10-03 Open A08 artifacts/ru n_summar y.json・ metrics.jso n の再現手 順確認と出 力保全(再 斎藤 悠斗 2025-10-03 Open
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,6,A07,を最終決定 し中間報告 で提示 鈴木 美咲 2025-10-29 Closed(会議 承認) A06 着手金請求 ・支払フォ ロー(契約 条件に基づ く請求書送 付・経理確 認) 佐藤 健一 / 高橋 恒一 2025-10-08 Open A07 週次進捗・ MS2・M02 の会議招集 (招待送付 ・アジェン ダ確定) 佐藤 健一 2025-10-03 Open A08 artifacts/ru n_summar y.json・ metrics.jso n の再現手 順確認と出 力保全(再 斎藤 悠斗 2025-10-03 Open
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,6,A08,ロー(契約 条件に基づ く請求書送 付・経理確 認) 佐藤 健一 / 高橋 恒一 2025-10-08 Open A07 週次進捗・ MS2・M02 の会議招集 (招待送付 ・アジェン ダ確定) 佐藤 健一 2025-10-03 Open A08 artifacts/ru n_summar y.json・ metrics.jso n の再現手 順確認と出 力保全(再 斎藤 悠斗 2025-10-03 Open
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,7,A09,ID Action Owner Due Date Status 現性トレー スの初期登 録) A09 比較対象モ デルの最終 実装・評価 実行 (LR/GBM/ (必要 時)RF)と 確定評価軸 での出力を 行う 鈴木 美咲 2025-11-05 Open A10 中間報告の 指摘事項を 整理し、最 終報告書へ 反映する方 針(反映優 先度一覧と 担当割当) を作成する 井上 里奈 / 佐藤 健一 2025-10-31 Open • A04:完了理由 — EDA 実行とレビュー資料 (metrics.json/run_summary.json 含む)を出力・提出したため完了扱い。 • A05:完了理由 — 本会議
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,7,A10,Owner Due Date Status 現性トレー スの初期登 録) A09 比較対象モ デルの最終 実装・評価 実行 (LR/GBM/ (必要 時)RF)と 確定評価軸 での出力を 行う 鈴木 美咲 2025-11-05 Open A10 中間報告の 指摘事項を 整理し、最 終報告書へ 反映する方 針(反映優 先度一覧と 担当割当) を作成する 井上 里奈 / 佐藤 健一 2025-10-31 Open • A04:完了理由 — EDA 実行とレビュー資料 (metrics.json/run_summary.json 含む)を出力・提出したため完了扱い。 • A05:完了理由 — 本会議で前処理方針(pdays=-1/unknown/duration 用途分 離)を承認したため完了扱い。
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,7,A04,の出力を 行う 鈴木 美咲 2025-11-05 Open A10 中間報告の 指摘事項を 整理し、最 終報告書へ 反映する方 針(反映優 先度一覧と 担当割当) を作成する 井上 里奈 / 佐藤 健一 2025-10-31 Open • A04:完了理由 — EDA 実行とレビュー資料 (metrics.json/run_summary.json 含む)を出力・提出したため完了扱い。 • A05:完了理由 — 本会議で前処理方針(pdays=-1/unknown/duration 用途分 離)を承認したため完了扱い。
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,7,A05,当割当) を作成する 井上 里奈 / 佐藤 健一 2025-10-31 Open • A04:完了理由 — EDA 実行とレビュー資料 (metrics.json/run_summary.json 含む)を出力・提出したため完了扱い。 • A05:完了理由 — 本会議で前処理方針(pdays=-1/unknown/duration 用途分 離)を承認したため完了扱い。
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,8,A06,7. リスクと懸念事項 • R01: 着手金支払の遅延(A06 未解決) o 影響: プロジェクト資金・スケジュールに影響の可能性 o 対応: 佐藤 / 高橋で経理フォローを継続(A06) o 状況: Open • R02: 単一正本登録・監査証跡台帳未整備(A01/A02) o 影響: 監査対応・文書整合性リスク o 対応: 佐藤が優先で登録実施(A01/A02) o 状況: Open • R03: 再現手順・出力保全未確定(A08) o 影響: 監査証跡/再現性の担保に不足 o 対応: 斎藤が再現手順を登録(A08) o 状況: Open • R04: 単一データソース依
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,8,A06,7. リスクと懸念事項 • R01: 着手金支払の遅延(A06 未解決) o 影響: プロジェクト資金・スケジュールに影響の可能性 o 対応: 佐藤 / 高橋で経理フォローを継続(A06) o 状況: Open • R02: 単一正本登録・監査証跡台帳未整備(A01/A02) o 影響: 監査対応・文書整合性リスク o 対応: 佐藤が優先で登録実施(A01/A02) o 状況: Open • R03: 再現手順・出力保全未確定(A08) o 影響: 監査証跡/再現性の担保に不足 o 対応: 斎藤が再現手順を登録(A08) o 状況: Open • R04: 単一データソース依存によるモデルの説明力限界 o 影響: 業務判断の補完が必要(外部データがないため) o 対応: 成果物で「補助的利用」であ
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,8,A01,項 • R01: 着手金支払の遅延(A06 未解決) o 影響: プロジェクト資金・スケジュールに影響の可能性 o 対応: 佐藤 / 高橋で経理フォローを継続(A06) o 状況: Open • R02: 単一正本登録・監査証跡台帳未整備(A01/A02) o 影響: 監査対応・文書整合性リスク o 対応: 佐藤が優先で登録実施(A01/A02) o 状況: Open • R03: 再現手順・出力保全未確定(A08) o 影響: 監査証跡/再現性の担保に不足 o 対応: 斎藤が再現手順を登録(A08) o 状況: Open • R04: 単一データソース依存によるモデルの説明力限界 o 影響: 業務判断の補完が必要(外部データがないため) o 対応: 成果物で「補助的利用」である旨明記、追加データは変更管理 で対応 o 状況: Mitigated(ドキュメ
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,8,A02,R01: 着手金支払の遅延(A06 未解決) o 影響: プロジェクト資金・スケジュールに影響の可能性 o 対応: 佐藤 / 高橋で経理フォローを継続(A06) o 状況: Open • R02: 単一正本登録・監査証跡台帳未整備(A01/A02) o 影響: 監査対応・文書整合性リスク o 対応: 佐藤が優先で登録実施(A01/A02) o 状況: Open • R03: 再現手順・出力保全未確定(A08) o 影響: 監査証跡/再現性の担保に不足 o 対応: 斎藤が再現手順を登録(A08) o 状況: Open • R04: 単一データソース依存によるモデルの説明力限界 o 影響: 業務判断の補完が必要(外部データがないため) o 対応: 成果物で「補助的利用」である旨明記、追加データは変更管理 で対応 o 状況: Mitigated(ドキュメントに注
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,8,A01,ールに影響の可能性 o 対応: 佐藤 / 高橋で経理フォローを継続(A06) o 状況: Open • R02: 単一正本登録・監査証跡台帳未整備(A01/A02) o 影響: 監査対応・文書整合性リスク o 対応: 佐藤が優先で登録実施(A01/A02) o 状況: Open • R03: 再現手順・出力保全未確定(A08) o 影響: 監査証跡/再現性の担保に不足 o 対応: 斎藤が再現手順を登録(A08) o 状況: Open • R04: 単一データソース依存によるモデルの説明力限界 o 影響: 業務判断の補完が必要(外部データがないため) o 対応: 成果物で「補助的利用」である旨明記、追加データは変更管理 で対応 o 状況: Mitigated(ドキュメントに注記) • R05: duration による情報リーク(残存リスク) o 影響: 事
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,8,A02,響の可能性 o 対応: 佐藤 / 高橋で経理フォローを継続(A06) o 状況: Open • R02: 単一正本登録・監査証跡台帳未整備(A01/A02) o 影響: 監査対応・文書整合性リスク o 対応: 佐藤が優先で登録実施(A01/A02) o 状況: Open • R03: 再現手順・出力保全未確定(A08) o 影響: 監査証跡/再現性の担保に不足 o 対応: 斎藤が再現手順を登録(A08) o 状況: Open • R04: 単一データソース依存によるモデルの説明力限界 o 影響: 業務判断の補完が必要(外部データがないため) o 対応: 成果物で「補助的利用」である旨明記、追加データは変更管理 で対応 o 状況: Mitigated(ドキュメントに注記) • R05: duration による情報リーク(残存リスク) o 影響: 事前判断用
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-10-29.pdf.md,会議録_2025-10-29.pdf.md,M02,2025-10-29,8,A08,状況: Open • R02: 単一正本登録・監査証跡台帳未整備(A01/A02) o 影響: 監査対応・文書整合性リスク o 対応: 佐藤が優先で登録実施(A01/A02) o 状況: Open • R03: 再現手順・出力保全未確定(A08) o 影響: 監査証跡/再現性の担保に不足 o 対応: 斎藤が再現手順を登録(A08) o 状況: Open • R04: 単一データソース依存によるモデルの説明力限界 o 影響: 業務判断の補完が必要(外部データがないため) o 対応: 成果物で「補助的利用」である旨明記、追加データは変更管理 で対応 o 状況: Mitigated(ドキュメントに注記) • R05: duration による情報リーク(残存リスク) o 影響: 事前判断用途での過度な性能期待・運用混乱
